,ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
51,2,USA,USA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,262761,12.47900009,10,18.95670891,2,18.70299911,9.836457253,12.46955967,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,18.7033329,12.46955967,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
52,2,USA,USA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,265179,12.48816013,10,19.38625717,2,18.95700073,9.849913597,12.47900009,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,18.95670891,12.47900009,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
53,2,USA,USA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,267636,12.49738312,10,19.99498749,2,19.38599968,9.872320175,12.48816013,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,19.38625717,12.48816013,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
54,2,USA,USA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,270029,12.50628471,10,20.61325455,2,19.99500084,9.903237343,12.49738312,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,19.99498749,12.49738312,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
55,2,USA,USA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,21.0992527,2,20.61300087,9.933689117,12.50628471,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,20.61325455,12.50628471,3.21486783,1,NA,0,0,0,0,NA,NA,NA,0,0
106,20,CANADA,CANADA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,29615,10.29603672,10,17.49835396,2,17.17300034,9.751114845,10.28384018,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,17.17336464,10.28384018,2.797281265,0,10,0,0,0,0,NA,NA,NA,0,0
107,20,CANADA,CANADA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,29969.19922,10.30792522,10,17.57556915,2,17.49799919,9.769862175,10.29603672,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,17.49835396,10.29603672,2.797281265,0,10,0,0,0,0,NA,NA,NA,0,0
108,20,CANADA,CANADA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,30286.59961,10.31846046,10,18.15414619,2,17.57600021,9.774265289,10.30792522,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,17.57556915,10.30792522,2.797281265,0,10,0,0,0,0,NA,NA,NA,0,0
109,20,CANADA,CANADA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,30585.99023,10.32829762,10,18.59253693,2,18.15399933,9.806653976,10.31846046,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,18.15414619,10.31846046,2.797281265,0,10,0,0,0,0,NA,NA,NA,0,0
110,20,CANADA,CANADA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,19.29062462,2,18.59300041,9.830515862,10.32829762,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,18.59253693,10.32829762,2.797281265,0,NA,0,0,0,0,NA,NA,NA,0,0
161,40,CUBA,CUBA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,10964,9.302372932,-7,NA,NA,NA,NA,9.297985077,latin america and the caribbean,0,0,1,0,0,0,0,0,4.441784382,1.694107056,2005,0,0,0.035723627,0.213400006,0.879999995,0.109999999,1,0.254999995,85,15,0,0,-7,0,0,0,0.035723627,0,0,NA,9.297985077,1.694107056,0,-7,0,0,0,0,NA,NA,NA,0,0
162,40,CUBA,CUBA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,11019,9.307375908,-7,NA,NA,NA,NA,9.302372932,latin america and the caribbean,0,0,1,0,0,0,0,0,4.441784382,1.694107056,2005,0,0,0.035723627,0.213400006,0.879999995,0.109999999,1,0.254999995,85,15,0,0,-7,0,0,0,0.035723627,0,0,NA,9.302372932,1.694107056,0,-7,0,0,0,0,NA,NA,NA,0,0
163,40,CUBA,CUBA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,11059,9.31099987,-7,NA,NA,NA,NA,9.307375908,latin america and the caribbean,0,0,1,0,0,0,0,0,4.441784382,1.694107056,2005,0,0,0.035723627,0.213400006,0.879999995,0.109999999,1,0.254999995,85,15,0,0,-7,0,0,0,0.035723627,0,0,NA,9.307375908,1.694107056,0,-7,0,0,0,0,NA,NA,NA,0,0
164,40,CUBA,CUBA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,11103.20996,9.31498909,-7,NA,NA,NA,NA,9.31099987,latin america and the caribbean,0,0,1,0,0,0,0,0,4.441784382,1.694107056,2005,0,0,0.035723627,0.213400006,0.879999995,0.109999999,1,0.254999995,85,15,0,0,-7,0,0,0,0.035723627,0,0,NA,9.31099987,1.694107056,0,-7,0,0,0,0,NA,NA,NA,0,0
165,40,CUBA,CUBA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-7,NA,NA,NA,NA,9.31498909,latin america and the caribbean,0,0,1,0,0,0,0,0,4.441784382,1.694107056,2005,0,0,0.035723627,0.213400006,0.879999995,0.109999999,1,0.254999995,85,15,0,0,-7,0,0,0,0.035723627,0,0,NA,9.31498909,1.694107056,0,NA,0,0,0,0,NA,NA,NA,0,0
216,41,HAITI,HAITI,0,1995,1,1,1,0,0,NA,NA,,NA,NA,,7168,8.877382278,7,0.62345463,2,0.611000001,6.414319515,8.854955673,latin america and the caribbean,0,0,1,0,0,0,0,1,15.39999866,2.797281265,2680,0,0,0.01359123,0.095000029,0.949999988,0.050000001,1,0.332799971,80,16,0,0,7,1,0,1,0.01359123,1,0,0.610525012,8.854955673,2.797281265,0,7,1,1,0,0,NA,NA,NA,1,0
217,41,HAITI,HAITI,0,1996,0,0,1,0,0,NA,NA,,NA,NA,,7336,8.900548935,7,0.62560904,2,0.623000026,6.435276031,8.877382278,latin america and the caribbean,0,0,1,0,0,0,0,1,15.39999866,2.797281265,2680,0,0,0.01359123,0.095000029,0.949999988,0.050000001,1,0.332799971,80,16,0,0,7,1,0,1,0.01359123,1,0,0.62345463,8.877382278,2.797281265,0,7,1,0,0,0,NA,NA,NA,1,0
218,41,HAITI,HAITI,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,7492,8.921590805,7,0.6211285,2,0.625999987,6.438725471,8.900548935,latin america and the caribbean,0,0,1,0,0,0,0,1,15.39999866,2.797281265,2680,0,0,0.01359123,0.095000029,0.949999988,0.050000001,1,0.332799971,80,16,0,0,7,1,0,1,0.01359123,0,0,0.62560904,8.900548935,2.797281265,0,7,0,0,0,0,NA,NA,NA,1,0
219,41,HAITI,HAITI,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,7634.669922,8.940455437,7,0.627281606,2,0.620999992,6.431538105,8.921590805,latin america and the caribbean,0,0,1,0,0,0,0,1,15.39999866,2.797281265,2680,0,0,0.01359123,0.095000029,0.949999988,0.050000001,1,0.332799971,80,16,0,0,7,0,0,1,0.01359123,0,0,0.6211285,8.921590805,2.797281265,0,7,0,0,0,0,NA,NA,NA,0,0
220,41,HAITI,HAITI,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,2,0.628265083,2,0.626999974,6.44139576,8.940455437,latin america and the caribbean,0,0,1,0,0,0,0,1,15.39999866,2.797281265,2680,0,0,0.01359123,0.095000029,0.949999988,0.050000001,1,0.332799971,80,16,0,0,7,0,0,1,0.01359123,0,0,0.627281606,8.940455437,2.797281265,0,NA,0,0,0,0,NA,NA,NA,0,0
271,42,DOMINICAN REP.,DOMINICA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,7823,8.964823723,5,2.396188974,2,2.325999975,7.752016544,8.947088242,latin america and the caribbean,0,0,1,0,0,0,0,1,16.39999771,2.856470108,3221,0,0,0.036988795,0.386799991,0.75999999,0.159999996,2,0.095000029,95,5,0,0,5,0,1,0,0.036988795,0,0,2.326258659,8.947088242,2.856470108,0,5,0,0,0,0,NA,NA,NA,0,0
272,42,DOMINICAN REP.,DOMINICA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,7963.580078,8.982633591,8,2.524577141,2,2.395999908,7.781634808,8.964823723,latin america and the caribbean,0,0,1,0,0,0,0,1,16.39999771,2.856470108,3221,0,0,0.036988795,0.386799991,0.75999999,0.159999996,2,0.095000029,95,5,0,0,5,0,1,0,0.036988795,0,0,2.396188974,8.964823723,2.856470108,0,5,0,0,0,0,NA,NA,NA,0,0
273,42,DOMINICAN REP.,DOMINICA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,8107.290039,9.000518799,8,2.683487415,2,2.525000095,7.833828926,8.982633591,latin america and the caribbean,0,0,1,0,0,0,0,1,16.39999771,2.856470108,3221,0,0,0.036988795,0.386799991,0.75999999,0.159999996,2,0.095000029,95,5,0,0,8,1,0,1,0.036988795,0,0,2.524577141,8.982633591,2.856470108,0,8,0,0,0,0,NA,NA,NA,0,0
274,42,DOMINICAN REP.,DOMINICA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,8254.200195,9.01847744,8,2.828772068,2,2.683000088,7.894872665,9.000518799,latin america and the caribbean,0,0,1,0,0,0,0,1,16.39999771,2.856470108,3221,0,0,0.036988795,0.386799991,0.75999999,0.159999996,2,0.095000029,95,5,0,0,8,1,0,1,0.036988795,0,0,2.683487415,9.000518799,2.856470108,0,8,0,0,0,0,NA,NA,NA,0,0
275,42,DOMINICAN REP.,DOMINICA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,8,3.008888245,2,2.828999996,7.94759798,9.01847744,latin america and the caribbean,0,0,1,0,0,0,0,1,16.39999771,2.856470108,3221,0,0,0.036988795,0.386799991,0.75999999,0.159999996,2,0.095000029,95,5,0,0,8,1,0,1,0.036988795,0,0,2.828772068,9.01847744,2.856470108,0,NA,0,0,0,0,NA,NA,NA,0,0
309,51,JAMAICA,JAMAICA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,2522.100098,7.832847118,9,2.48549819,2,2.493000031,7.82123518,7.822444916,latin america and the caribbean,0,0,1,0,0,0,1,0,2.800000191,1.335001111,2256,0,0,0.045766652,0.166401923,0.910000026,0.072999999,1,0.503800035,61,35,0,0,9,0,0,1,0.045766652,0,0,2.492982388,7.822444916,1.335001111,0,9,0,0,0,0,NA,NA,NA,0,0
310,51,JAMAICA,JAMAICA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,2538,7.839131832,9,2.438673973,2,2.484999895,7.818228245,7.832847118,latin america and the caribbean,0,0,1,0,0,0,1,0,2.800000191,1.335001111,2256,0,0,0.045766652,0.166401923,0.910000026,0.072999999,1,0.503800035,61,35,0,0,9,0,0,1,0.045766652,0,0,2.48549819,7.832847118,1.335001111,0,9,0,0,0,0,NA,NA,NA,0,0
311,51,JAMAICA,JAMAICA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,2554,7.845416069,9,2.374386311,2,2.438999891,7.799209595,7.839131832,latin america and the caribbean,0,0,1,0,0,0,1,0,2.800000191,1.335001111,2256,0,0,0.045766652,0.166401923,0.910000026,0.072999999,1,0.503800035,61,35,0,0,9,0,0,1,0.045766652,0,0,2.438673973,7.839131832,1.335001111,0,9,0,0,0,0,NA,NA,NA,0,0
312,51,JAMAICA,JAMAICA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,2576.659912,7.854249001,9,2.34198308,2,2.374000072,7.772494316,7.845416069,latin america and the caribbean,0,0,1,0,0,0,1,0,2.800000191,1.335001111,2256,0,0,0.045766652,0.166401923,0.910000026,0.072999999,1,0.503800035,61,35,0,0,9,0,0,1,0.045766652,0,0,2.374386311,7.845416069,1.335001111,0,9,0,0,0,0,NA,NA,NA,0,0
313,51,JAMAICA,JAMAICA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,9,2.312838078,2,2.342000008,7.7587533,7.854249001,latin america and the caribbean,0,0,1,0,0,0,1,0,2.800000191,1.335001111,2256,0,0,0.045766652,0.166401923,0.910000026,0.072999999,1,0.503800035,61,35,0,0,9,0,0,1,0.045766652,0,0,2.34198308,7.854249001,1.335001111,0,NA,0,0,0,0,NA,NA,NA,0,0
347,52,TRINIDAD & TOBAGO,TRINIDAD,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,1287,7.160068989,9,8.35506916,2,8.092000008,8.998587608,7.151289463,latin america and the caribbean,0,0,1,0,0,0,1,0,0,0,940,1,0,0.558431506,0.646919012,0.402999997,0.395999998,3,0.772599995,30,25,6,0,9,0,0,1,0.558431506,0,0,8.091647148,7.151289463,0,0,9,0,0,0,0,NA,NA,NA,0,0
348,52,TRINIDAD & TOBAGO,TRINIDAD,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,1297,7.16780901,9,8.619206429,2,8.354999542,9.030623436,7.160068989,latin america and the caribbean,0,0,1,0,0,0,1,0,0,0,940,1,0,0.558431506,0.646919012,0.402999997,0.395999998,3,0.772599995,30,25,6,0,9,0,0,1,0.558431506,0,0,8.35506916,7.160068989,0,0,9,0,0,0,0,NA,NA,NA,0,0
349,52,TRINIDAD & TOBAGO,TRINIDAD,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,1307.300049,7.175719261,10,8.834302902,2,8.619000435,9.061748505,7.16780901,latin america and the caribbean,0,0,1,0,0,0,1,0,0,0,940,1,0,0.558431506,0.646919012,0.402999997,0.395999998,3,0.772599995,30,25,6,0,9,0,0,1,0.558431506,0,0,8.619206429,7.16780901,0,0,9,0,0,0,0,NA,NA,NA,0,0
350,52,TRINIDAD & TOBAGO,TRINIDAD,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,1317.099976,7.183187485,10,9.202159882,2,8.833999634,9.086397171,7.175719261,latin america and the caribbean,0,0,1,0,0,0,1,0,0,0,940,1,0,0.558431506,0.646919012,0.402999997,0.395999998,3,0.772599995,30,25,6,0,10,0,0,1,0.558431506,0,0,8.834302902,7.175719261,0,0,10,0,0,0,0,NA,NA,NA,0,0
351,52,TRINIDAD & TOBAGO,TRINIDAD,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,9.766555786,2,9.201999664,9.127193451,7.183187485,latin america and the caribbean,0,0,1,0,0,0,1,0,0,0,940,1,0,0.558431506,0.646919012,0.402999997,0.395999998,3,0.772599995,30,25,6,0,10,0,0,1,0.558431506,0,0,9.202159882,7.183187485,0,0,NA,0,0,0,0,NA,NA,NA,0,0
402,70,MEXICO,MEXICO,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,91145,11.42020702,4,5.918667793,2,6.420000076,8.767222404,11.40253735,latin america and the caribbean,0,0,1,0,0,0,0,0,31.20000076,3.471966505,5710,0,0,0.30510819,0.541778922,0.600000024,0.300000012,2,0.201799989,89,6,0,0,4,1,1,0,0.30510819,0,0,6.420311928,11.40253735,3.471966505,0,4,0,0,0,0,NA,NA,NA,1,0
403,70,MEXICO,MEXICO,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,92740.03125,11.43755531,4,6.127799511,2,5.919000149,8.685866356,11.42020702,latin america and the caribbean,0,0,1,0,0,0,0,0,31.20000076,3.471966505,5710,0,0,0.30510819,0.541778922,0.600000024,0.300000012,2,0.201799989,89,6,0,0,4,1,1,0,0.30510819,0,0,5.918667793,11.42020702,3.471966505,0,4,0,0,0,0,NA,NA,NA,0,0
404,70,MEXICO,MEXICO,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,94348.86719,11.45475483,6,6.448305607,2,6.127999783,8.720590591,11.43755531,latin america and the caribbean,0,0,1,0,0,0,0,0,31.20000076,3.471966505,5710,0,0,0.30510819,0.541778922,0.600000024,0.300000012,2,0.201799989,89,6,0,0,4,1,1,0,0.30510819,0,0,6.127799511,11.43755531,3.471966505,0,4,0,0,0,0,NA,NA,NA,0,0
405,70,MEXICO,MEXICO,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,95948.86719,11.47157097,6,6.673045635,2,6.447999954,8.771573067,11.45475483,latin america and the caribbean,0,0,1,0,0,0,0,0,31.20000076,3.471966505,5710,0,0,0.30510819,0.541778922,0.600000024,0.300000012,2,0.201799989,89,6,0,0,6,0,0,1,0.30510819,0,0,6.448305607,11.45475483,3.471966505,0,6,0,0,0,0,NA,NA,NA,0,0
406,70,MEXICO,MEXICO,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,6,6.811609745,2,6.672999859,8.805831909,11.47157097,latin america and the caribbean,0,0,1,0,0,0,0,0,31.20000076,3.471966505,5710,0,0,0.30510819,0.541778922,0.600000024,0.300000012,2,0.201799989,89,6,0,0,6,0,0,1,0.30510819,0,0,6.673045635,11.47157097,3.471966505,0,NA,0,0,0,0,NA,NA,NA,0,0
457,90,GUATEMALA,GUATEMAL,0,1995,1,1,1,0,0,NA,NA,,NA,NA,,9976,9.207937241,3,2.356689692,2,2.305000067,7.743050575,9.181481361,latin america and the caribbean,0,0,1,0,0,0,0,0,42.09999466,3.763522863,4211,0,0,0.643684149,0.492799997,0.560000002,0.439999998,9,0.373600006,76,22,0,0,3,0,1,0,0.643684149,1,0,2.305494308,9.181481361,3.763522863,0,3,0,0,0,0,NA,NA,NA,1,0
458,90,GUATEMALA,GUATEMAL,0,1996,1,1,1,0,0,NA,NA,,NA,NA,,10243.19043,9.234368324,8,2.363124371,2,2.357000113,7.765013218,9.207937241,latin america and the caribbean,0,0,1,0,0,0,0,0,42.09999466,3.763522863,4211,0,0,0.643684149,0.492799997,0.560000002,0.439999998,9,0.373600006,76,22,0,0,3,0,1,0,0.643684149,1,0,2.356689692,9.207937241,3.763522863,0,3,0,0,0,0,NA,NA,NA,0,0
459,90,GUATEMALA,GUATEMAL,0,1997,0,0,1,0,0,NA,NA,,NA,NA,,10518.74023,9.260913849,8,2.402023077,2,2.362999916,7.767739773,9.234368324,latin america and the caribbean,0,0,1,0,0,0,0,0,42.09999466,3.763522863,4211,0,0,0.643684149,0.492799997,0.560000002,0.439999998,9,0.373600006,76,22,0,0,8,1,0,1,0.643684149,1,0,2.363124371,9.234368324,3.763522863,0,8,0,0,0,0,NA,NA,NA,0,0
460,90,GUATEMALA,GUATEMAL,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,10800.17969,9.28731823,8,2.45611167,2,2.40199995,7.784066677,9.260913849,latin america and the caribbean,0,0,1,0,0,0,0,0,42.09999466,3.763522863,4211,0,0,0.643684149,0.492799997,0.560000002,0.439999998,9,0.373600006,76,22,0,0,8,1,0,1,0.643684149,0,0,2.402023077,9.260913849,3.763522863,0,8,0,0,0,0,NA,NA,NA,0,0
461,90,GUATEMALA,GUATEMAL,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,8,2.479059219,2,2.45600009,7.806334496,9.28731823,latin america and the caribbean,0,0,1,0,0,0,0,0,42.09999466,3.763522863,4211,0,0,0.643684149,0.492799997,0.560000002,0.439999998,9,0.373600006,76,22,0,0,8,1,0,1,0.643684149,0,0,2.45611167,9.28731823,3.763522863,0,NA,0,0,0,0,NA,NA,NA,0,0
512,91,HONDURAS,HONDURAS,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,5654,8.640118599,6,1.384262085,2,1.368999958,7.221696854,8.611160278,latin america and the caribbean,0,0,1,0,0,0,0,0,52.79999542,3.985273361,2870,0,0,0.161732554,0.185011029,0.899999976,0.067000002,2,0.058200002,97,3,0,0,6,0,0,1,0.161732554,0,0,1.368809819,8.611160278,3.985273361,0,6,0,0,0,0,NA,NA,NA,0,0
513,91,HONDURAS,HONDURAS,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,5817.899902,8.668694496,6,1.394384027,2,1.383999944,7.232922554,8.640118599,latin america and the caribbean,0,0,1,0,0,0,0,0,52.79999542,3.985273361,2870,0,0,0.161732554,0.185011029,0.899999976,0.067000002,2,0.058200002,97,3,0,0,6,0,0,1,0.161732554,0,0,1.384262085,8.640118599,3.985273361,0,6,0,0,0,0,NA,NA,NA,0,0
514,91,HONDURAS,HONDURAS,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,5985.669922,8.697123528,6,1.424300432,2,1.394000053,7.240208149,8.668694496,latin america and the caribbean,0,0,1,0,0,0,0,0,52.79999542,3.985273361,2870,0,0,0.161732554,0.185011029,0.899999976,0.067000002,2,0.058200002,97,3,0,0,6,0,0,1,0.161732554,0,0,1.394384027,8.668694496,3.985273361,0,6,0,0,0,0,NA,NA,NA,0,0
515,91,HONDURAS,HONDURAS,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,6155.290039,8.725067139,6,1.426301003,2,1.424000025,7.261435986,8.697123528,latin america and the caribbean,0,0,1,0,0,0,0,0,52.79999542,3.985273361,2870,0,0,0.161732554,0.185011029,0.899999976,0.067000002,2,0.058200002,97,3,0,0,6,0,0,1,0.161732554,0,0,1.424300432,8.697123528,3.985273361,0,6,0,0,0,0,NA,NA,NA,0,0
516,91,HONDURAS,HONDURAS,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,7,1.362170339,2,1.425999999,7.262839794,8.725067139,latin america and the caribbean,0,0,1,0,0,0,0,0,52.79999542,3.985273361,2870,0,0,0.161732554,0.185011029,0.899999976,0.067000002,2,0.058200002,97,3,0,0,6,0,0,1,0.161732554,0,0,1.426301003,8.725067139,3.985273361,0,NA,0,0,0,0,NA,NA,NA,0,0
567,92,EL SALVADOR,EL SALVA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,5669,8.642767906,7,2.12877059,2,2.046999931,7.624169827,8.619904518,latin america and the caribbean,0,0,1,0,0,0,0,0,10.30000019,2.42480278,2730,0,0,0.165918708,0.19780004,0.889999986,0.100000001,1,0.240800023,86,14,0,0,7,0,0,1,0.165918708,0,0,2.047080755,8.619904518,2.42480278,0,7,0,0,0,0,NA,NA,NA,0,0
568,92,EL SALVADOR,EL SALVA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,5798,8.665267944,7,2.120573759,2,2.128999949,7.663300037,8.642767906,latin america and the caribbean,0,0,1,0,0,0,0,0,10.30000019,2.42480278,2730,0,0,0.165918708,0.19780004,0.889999986,0.100000001,1,0.240800023,86,14,0,0,7,0,0,1,0.165918708,0,0,2.12877059,8.642767906,2.42480278,0,7,0,0,0,0,NA,NA,NA,0,0
569,92,EL SALVADOR,EL SALVA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,5927.779785,8.687404633,7,2.164609194,2,2.121000051,7.659441948,8.665267944,latin america and the caribbean,0,0,1,0,0,0,0,0,10.30000019,2.42480278,2730,0,0,0.165918708,0.19780004,0.889999986,0.100000001,1,0.240800023,86,14,0,0,7,0,0,1,0.165918708,0,0,2.120573759,8.665267944,2.42480278,0,7,0,0,0,0,NA,NA,NA,0,0
570,92,EL SALVADOR,EL SALVA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,6058.259766,8.709177971,7,2.194194078,2,2.164999962,7.67999506,8.687404633,latin america and the caribbean,0,0,1,0,0,0,0,0,10.30000019,2.42480278,2730,0,0,0.165918708,0.19780004,0.889999986,0.100000001,1,0.240800023,86,14,0,0,7,0,0,1,0.165918708,0,0,2.164609194,8.687404633,2.42480278,0,7,0,0,0,0,NA,NA,NA,0,0
571,92,EL SALVADOR,EL SALVA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,7,2.225727081,2,2.194000006,7.693570137,8.709177971,latin america and the caribbean,0,0,1,0,0,0,0,0,10.30000019,2.42480278,2730,0,0,0.165918708,0.19780004,0.889999986,0.100000001,1,0.240800023,86,14,0,0,7,0,0,1,0.165918708,0,0,2.194194078,8.709177971,2.42480278,0,NA,0,0,0,0,NA,NA,NA,0,0
622,93,NICARAGUA,NICARAGU,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,4426,8.395251274,8,1.203759193,2,1.18599999,7.078703403,8.367060661,latin america and the caribbean,0,0,1,0,0,0,0,0,9.300001144,2.332144022,2438,0,0,0.17932868,0.401800036,0.75999999,0.100000001,2,0.254999995,85,15,0,0,6,0,0,1,0.17932868,0,0,1.186429143,8.367060661,2.332144022,0,6,0,0,0,0,NA,NA,NA,0,0
623,93,NICARAGUA,NICARAGU,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,4550.430176,8.422977448,8,1.227336764,2,1.203999996,7.093204498,8.395251274,latin america and the caribbean,0,0,1,0,0,0,0,0,9.300001144,2.332144022,2438,0,0,0.17932868,0.401800036,0.75999999,0.100000001,2,0.254999995,85,15,0,0,8,0,0,1,0.17932868,0,0,1.203759193,8.395251274,2.332144022,0,8,0,0,0,0,NA,NA,NA,0,0
624,93,NICARAGUA,NICARAGU,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,4676.700195,8.4503479,8,1.256081343,2,1.226999998,7.112601757,8.422977448,latin america and the caribbean,0,0,1,0,0,0,0,0,9.300001144,2.332144022,2438,0,0,0.17932868,0.401800036,0.75999999,0.100000001,2,0.254999995,85,15,0,0,8,0,0,1,0.17932868,0,0,1.227336764,8.422977448,2.332144022,0,8,0,0,0,0,NA,NA,NA,0,0
625,93,NICARAGUA,NICARAGU,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,4804.140137,8.477232933,8,1.273452044,2,1.256000042,7.135752201,8.4503479,latin america and the caribbean,0,0,1,0,0,0,0,0,9.300001144,2.332144022,2438,0,0,0.17932868,0.401800036,0.75999999,0.100000001,2,0.254999995,85,15,0,0,8,0,0,1,0.17932868,0,0,1.256081343,8.4503479,2.332144022,0,8,0,0,0,0,NA,NA,NA,0,0
