,ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
1910,290,POLAND,POLAND,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,38650,10.56230164,9,5.023441315,2,4.706999779,8.456911087,10.56147385,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0.800000012,0.587786674,2501,0,0,0.028123379,0.04725498,0.976000011,0.013,3,0.097500026,95,0,0,0,9,0,0,1,0.028123379,0,0,4.707494259,10.56147385,0.587786674,0,9,0,0,0,0,NA,NA,NA,0,0
1911,290,POLAND,POLAND,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,38666.15234,10.5627203,9,5.262367725,2,5.022999763,8.521870613,10.56230164,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0.800000012,0.587786674,2501,0,0,0.028123379,0.04725498,0.976000011,0.013,3,0.097500026,95,0,0,0,9,0,0,1,0.028123379,0,0,5.023441315,10.56230164,0.587786674,0,9,0,0,0,0,NA,NA,NA,0,0
1912,290,POLAND,POLAND,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,9,5.479846478,2,5.262000084,8.568336487,10.5627203,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0.800000012,0.587786674,2501,0,0,0.028123379,0.04725498,0.976000011,0.013,3,0.097500026,95,0,0,0,9,0,0,1,0.028123379,0,0,5.262367725,10.5627203,0.587786674,0,NA,0,0,0,0,NA,NA,NA,0,0
1963,305,AUSTRIA,AUSTRIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,8047,8.99305439,10,13.39751339,2,13.1590004,9.484886169,8.990628242,western democracies and japan,1,0,0,0,0,0,0,0,56.09999847,4.044804096,3682,0,0,0.126340628,0.125631034,0.934000015,0.039999999,2,0.360199988,78,17,2.099999905,0,10,0,0,1,0.126340628,0,0,13.15933323,8.990628242,4.044804096,0,10,0,0,0,0,NA,NA,NA,0,0
1964,305,AUSTRIA,AUSTRIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,8059,8.994544983,10,13.64261913,2,13.39799976,9.502824783,8.99305439,western democracies and japan,1,0,0,0,0,0,0,0,56.09999847,4.044804096,3682,0,0,0.126340628,0.125631034,0.934000015,0.039999999,2,0.360199988,78,17,2.099999905,0,10,0,0,1,0.126340628,0,0,13.39751339,8.99305439,4.044804096,0,10,0,0,0,0,NA,NA,NA,0,0
1965,305,AUSTRIA,AUSTRIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,8072.180176,8.996178627,10,13.78223133,2,13.64299965,9.520954132,8.994544983,western democracies and japan,1,0,0,0,0,0,0,0,56.09999847,4.044804096,3682,0,0,0.126340628,0.125631034,0.934000015,0.039999999,2,0.360199988,78,17,2.099999905,0,10,0,0,1,0.126340628,0,0,13.64261913,8.994544983,4.044804096,0,10,0,0,0,0,NA,NA,NA,0,0
1966,305,AUSTRIA,AUSTRIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,8088,8.99813652,10,14.16832924,2,13.78199959,9.531135559,8.996178627,western democracies and japan,1,0,0,0,0,0,0,0,56.09999847,4.044804096,3682,0,0,0.126340628,0.125631034,0.934000015,0.039999999,2,0.360199988,78,17,2.099999905,0,10,0,0,1,0.126340628,0,0,13.78223133,8.996178627,4.044804096,0,10,0,0,0,0,NA,NA,NA,0,0
1967,305,AUSTRIA,AUSTRIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,14.43729305,2,14.16800022,9.558764458,8.99813652,western democracies and japan,1,0,0,0,0,0,0,0,56.09999847,4.044804096,3682,0,0,0.126340628,0.125631034,0.934000015,0.039999999,2,0.360199988,78,17,2.099999905,0,10,0,0,1,0.126340628,0,0,14.16832924,8.99813652,4.044804096,0,NA,0,0,0,0,NA,NA,NA,0,0
2018,310,HUNGARY,HUNGARY,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,10230,9.23307991,10,4.869500637,2,4.78399992,8.472935677,9.236105919,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0,0,936,0,0,0.098168552,0.186424017,0.899999976,0.050000001,5,0.490199983,68,20,0,0,10,0,0,1,0.098168552,0,0,4.783536434,9.236105919,0,0,10,0,0,0,0,NA,NA,NA,0,0
2019,310,HUNGARY,HUNGARY,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,10193,9.229456902,10,4.952664852,2,4.868999958,8.490746498,9.23307991,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0,0,936,0,0,0.098168552,0.186424017,0.899999976,0.050000001,5,0.490199983,68,20,0,0,10,0,0,1,0.098168552,0,0,4.869500637,9.23307991,0,0,10,0,0,0,0,NA,NA,NA,0,0
2020,310,HUNGARY,HUNGARY,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,10154.90039,9.225711823,10,5.198581696,2,4.953000069,8.507680893,9.229456902,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0,0,936,0,0,0.098168552,0.186424017,0.899999976,0.050000001,5,0.490199983,68,20,0,0,10,0,0,1,0.098168552,0,0,4.952664852,9.229456902,0,0,10,0,0,0,0,NA,NA,NA,0,0
2021,310,HUNGARY,HUNGARY,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,10115.88965,9.221862793,10,5.473172188,2,5.198999882,8.5561409,9.225711823,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0,0,936,0,0,0.098168552,0.186424017,0.899999976,0.050000001,5,0.490199983,68,20,0,0,10,0,0,1,0.098168552,0,0,5.198581696,9.225711823,0,0,10,0,0,0,0,NA,NA,NA,0,0
2022,310,HUNGARY,HUNGARY,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,5.744882107,2,5.47300005,8.607613564,9.221862793,e. europe and the former soviet union,0,1,0,0,0,0,0,0,0,0,936,0,0,0.098168552,0.186424017,0.899999976,0.050000001,5,0.490199983,68,20,0,0,10,0,0,1,0.098168552,0,0,5.473172188,9.221862793,0,0,NA,0,0,0,0,NA,NA,NA,0,0
2073,316,CZECHREP,CZECHREP,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,10331,9.242904663,10,4.249321938,2,4.008999825,8.296279907,9.243388176,e. europe and the former soviet union,0,1,0,0,0,0,0,0,2.160448074,1.150713801,1487,0,0,0.322180986,0.321595013,0.811999977,0.131999999,3,0.667600036,40,39,0,0,10,0,0,1,0.322180986,0,0,4.008932114,9.243388176,1.150713801,0,10,0,0,0,0,NA,NA,NA,0,0
2074,316,CZECHREP,CZECHREP,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,10315,9.241353989,10,4.461143494,2,4.249000072,8.354515076,9.242904663,e. europe and the former soviet union,0,1,0,0,0,0,0,0,2.160448074,1.150713801,1487,0,0,0.322180986,0.321595013,0.811999977,0.131999999,3,0.667600036,40,39,0,0,10,0,0,1,0.322180986,0,0,4.249321938,9.242904663,1.150713801,0,10,0,0,0,0,NA,NA,NA,0,0
2075,316,CZECHREP,CZECHREP,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,10304.09961,9.240297318,10,4.419899464,2,4.460999966,8.403160095,9.241353989,e. europe and the former soviet union,0,1,0,0,0,0,0,0,2.160448074,1.150713801,1487,0,0,0.322180986,0.321595013,0.811999977,0.131999999,3,0.667600036,40,39,0,0,10,0,0,1,0.322180986,0,0,4.461143494,9.241353989,1.150713801,0,10,0,0,0,0,NA,NA,NA,0,0
2076,316,CZECHREP,CZECHREP,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,10286.28027,9.238566399,10,4.326591015,2,4.420000076,8.393872261,9.240297318,e. europe and the former soviet union,0,1,0,0,0,0,0,0,2.160448074,1.150713801,1487,0,0,0.322180986,0.321595013,0.811999977,0.131999999,3,0.667600036,40,39,0,0,10,0,0,1,0.322180986,0,0,4.419899464,9.240297318,1.150713801,0,10,0,0,0,0,NA,NA,NA,0,0
2077,316,CZECHREP,CZECHREP,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,4.323114395,2,4.327000141,8.372534752,9.238566399,e. europe and the former soviet union,0,1,0,0,0,0,0,0,2.160448074,1.150713801,1487,0,0,0.322180986,0.321595013,0.811999977,0.131999999,3,0.667600036,40,39,0,0,10,0,0,1,0.322180986,0,0,4.326591015,9.238566399,1.150713801,0,NA,0,0,0,0,NA,NA,NA,0,0
4017,540,ANGOLA,ANGOLA,0,1995,2,1,1,0,0,NA,NA,,NA,NA,,10972,9.30310154,-2,0.464045107,2,0.433999985,6.0739851,9.271147728,sub-saharan africa,0,0,0,1,0,0,0,0,9.700000763,2.370243788,2620,1,1,0.783281744,0.756099999,0.379999995,0.25999999,14,0.612200022,47,38,0,0,-1,1,1,0,0.783281744,1,0,0.434408426,9.271147728,2.370243788,1,-1,1,0,1,0,NA,NA,NA,1,1
4018,540,ANGOLA,ANGOLA,0,1996,2,1,1,0,0,NA,NA,,NA,NA,,11317.17969,9.334076881,-2,0.494842142,2,0.463999987,6.139981747,9.30310154,sub-saharan africa,0,0,0,1,0,0,0,0,9.700000763,2.370243788,2620,1,1,0.783281744,0.756099999,0.379999995,0.25999999,14,0.612200022,47,38,0,0,-2,1,1,0,0.783281744,1,0,0.464045107,9.30310154,2.370243788,1,-2,1,0,1,0,NA,NA,NA,1,1
4019,540,ANGOLA,ANGOLA,0,1997,2,1,1,0,0,NA,NA,,NA,NA,,11658.88965,9.363823891,-3,0.510044038,2,0.495000005,6.204238892,9.334076881,sub-saharan africa,0,0,0,1,0,0,0,0,9.700000763,2.370243788,2620,1,1,0.783281744,0.756099999,0.379999995,0.25999999,14,0.612200022,47,38,0,0,-2,1,1,0,0.783281744,1,0,0.494842142,9.334076881,2.370243788,1,-2,1,0,1,0,NA,NA,NA,1,1
4020,540,ANGOLA,ANGOLA,0,1998,2,1,1,0,0,NA,NA,,NA,NA,,12002.50977,9.392870903,-3,0.511243165,2,0.50999999,6.23449707,9.363823891,sub-saharan africa,0,0,0,1,0,0,0,0,9.700000763,2.370243788,2620,1,1,0.783281744,0.756099999,0.379999995,0.25999999,14,0.612200022,47,38,0,0,-3,1,1,0,0.783281744,1,0,0.510044038,9.363823891,2.370243788,1,-3,1,0,1,0,NA,NA,NA,1,1
4021,540,ANGOLA,ANGOLA,0,1999,2,1,1,0,0,NA,NA,,NA,NA,,NA,NA,-3,0.510155261,2,0.510999978,6.236845493,9.392870903,sub-saharan africa,0,0,0,1,0,0,0,0,9.700000763,2.370243788,2620,1,1,0.783281744,0.756099999,0.379999995,0.25999999,14,0.612200022,47,38,0,0,-3,1,1,0,0.783281744,1,0,0.511243165,9.392870903,2.370243788,1,NA,1,0,1,0,NA,NA,NA,1,1
2135,325,ITALY,ITALY,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,57204,10.95437908,10,13.18371677,2,12.82800007,9.459383965,10.95290947,western democracies and japan,1,0,0,0,0,0,0,0,22.20000267,3.144152403,4807,0,1,0.038171053,0.039599955,0.980000019,0.005,8,0.058899999,97,1,0,0,10,0,0,1,0.038171053,0,0,12.82797813,10.95290947,3.144152403,1,10,0,0,0,0,NA,NA,NA,0,0
2136,325,ITALY,ITALY,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,57380,10.95745087,10,13.28689861,2,13.18400002,9.486738205,10.95437908,western democracies and japan,1,0,0,0,0,0,0,0,22.20000267,3.144152403,4807,0,1,0.038171053,0.039599955,0.980000019,0.005,8,0.058899999,97,1,0,0,10,0,0,1,0.038171053,0,0,13.18371677,10.95437908,3.144152403,1,10,0,0,0,0,NA,NA,NA,0,0
2137,325,ITALY,ITALY,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,57523,10.95993996,10,13.49454594,2,13.2869997,9.494533539,10.95745087,western democracies and japan,1,0,0,0,0,0,0,0,22.20000267,3.144152403,4807,0,1,0.038171053,0.039599955,0.980000019,0.005,8,0.058899999,97,1,0,0,10,0,0,1,0.038171053,0,0,13.28689861,10.95745087,3.144152403,1,10,0,0,0,0,NA,NA,NA,0,0
2138,325,ITALY,ITALY,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,57589.01953,10.96108723,10,13.68579674,2,13.49499989,9.510041237,10.95993996,western democracies and japan,1,0,0,0,0,0,0,0,22.20000267,3.144152403,4807,0,1,0.038171053,0.039599955,0.980000019,0.005,8,0.058899999,97,1,0,0,10,0,0,1,0.038171053,0,0,13.49454594,10.95993996,3.144152403,1,10,0,0,0,0,NA,NA,NA,0,0
2139,325,ITALY,ITALY,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,13.86680794,2,13.68599987,9.524113655,10.96108723,western democracies and japan,1,0,0,0,0,0,0,0,22.20000267,3.144152403,4807,0,1,0.038171053,0.039599955,0.980000019,0.005,8,0.058899999,97,1,0,0,10,0,0,1,0.038171053,0,0,13.68579674,10.96108723,3.144152403,1,NA,0,0,0,0,NA,NA,NA,0,0
2190,339,ALBANIA,ALBANIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,3249,8.086102486,5,NA,NA,NA,NA,8.071531296,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.684467316,2.27052331,2753,0,0,0.087877989,0.096599996,0.949999988,0.029999999,6,0.459999979,70,20,70,0,5,1,1,0,0.087877989,0,0,NA,8.071531296,2.27052331,0,5,0,0,0,0,NA,NA,NA,0,0
2191,339,ALBANIA,ALBANIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,3286,8.097426414,0,NA,NA,NA,NA,8.086102486,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.684467316,2.27052331,2753,0,0,0.087877989,0.096599996,0.949999988,0.029999999,6,0.459999979,70,20,70,0,5,0,1,0,0.087877989,0,0,NA,8.086102486,2.27052331,0,5,0,0,0,0,NA,NA,NA,0,0
2192,339,ALBANIA,ALBANIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,3324.300049,8.109014511,5,NA,NA,NA,NA,8.097426414,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.684467316,2.27052331,2753,0,0,0.087877989,0.096599996,0.949999988,0.029999999,6,0.459999979,70,20,70,0,0,1,1,0,0.087877989,0,0,NA,8.097426414,2.27052331,0,0,0,0,0,0,NA,NA,NA,0,0
2193,339,ALBANIA,ALBANIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,3356.810059,8.118746758,5,NA,NA,NA,NA,8.109014511,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.684467316,2.27052331,2753,0,0,0.087877989,0.096599996,0.949999988,0.029999999,6,0.459999979,70,20,70,0,5,1,1,0,0.087877989,0,0,NA,8.109014511,2.27052331,0,5,0,0,0,0,NA,NA,NA,0,0
2194,339,ALBANIA,ALBANIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,5,NA,NA,NA,NA,8.118746758,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.684467316,2.27052331,2753,0,0,0.087877989,0.096599996,0.949999988,0.029999999,6,0.459999979,70,20,70,0,5,1,1,0,0.087877989,0,0,NA,8.118746758,2.27052331,0,NA,0,0,0,0,NA,NA,NA,0,0
2197,343,MACEDONIA,MACEDONI,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,1966,7.583756447,6,NA,NA,NA,NA,7.574045181,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.367069244,2.23720026,2703,0,0,0.509563506,0.53489995,0.646000028,0.209999993,4,0.460200012,67,30,30,0,6,0,0,1,0.509563506,0,0,NA,7.574045181,2.23720026,0,6,0,0,0,0,NA,NA,NA,0,0
2198,343,MACEDONIA,MACEDONI,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,1980,7.590852261,6,NA,NA,NA,NA,7.583756447,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.367069244,2.23720026,2703,0,0,0.509563506,0.53489995,0.646000028,0.209999993,4,0.460200012,67,30,30,0,6,0,0,1,0.509563506,0,0,NA,7.583756447,2.23720026,0,6,0,0,0,0,NA,NA,NA,0,0
2199,343,MACEDONIA,MACEDONI,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,1996.869995,7.599336147,6,NA,NA,NA,NA,7.590852261,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.367069244,2.23720026,2703,0,0,0.509563506,0.53489995,0.646000028,0.209999993,4,0.460200012,67,30,30,0,6,0,0,1,0.509563506,0,0,NA,7.590852261,2.23720026,0,6,0,0,0,0,NA,NA,NA,0,0
2200,343,MACEDONIA,MACEDONI,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,2009.900024,7.605840206,6,NA,NA,NA,NA,7.599336147,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.367069244,2.23720026,2703,0,0,0.509563506,0.53489995,0.646000028,0.209999993,4,0.460200012,67,30,30,0,6,0,0,1,0.509563506,0,0,NA,7.599336147,2.23720026,0,6,0,0,0,0,NA,NA,NA,0,0
2201,343,MACEDONIA,MACEDONI,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,6,NA,NA,NA,NA,7.605840206,e. europe and the former soviet union,0,1,0,0,0,0,0,0,8.367069244,2.23720026,2703,0,0,0.509563506,0.53489995,0.646000028,0.209999993,4,0.460200012,67,30,30,0,6,0,0,1,0.509563506,0,0,NA,7.605840206,2.23720026,0,NA,0,0,0,0,NA,NA,NA,0,0
2268,346,BOSNIA,BOSNIA,0,1995,1,1,1,0,0,NA,NA,,NA,NA,,2574.397217,7.853370667,NA,NA,NA,NA,NA,7.986457348,e. europe and the former soviet union,0,1,0,0,0,0,0,0,60.5,4.119037151,2386,0,0,0.697153211,0.680505991,0.437000006,0.31400001,1,0.709800005,40,31,40,0,0,0,1,0,0.697153211,1,0,NA,7.986457348,4.119037151,0,0,0,0,1,0,NA,NA,NA,0,1
2269,346,BOSNIA,BOSNIA,0,1996,0,0,1,0,0,NA,NA,,NA,NA,,2253.600098,7.720284462,NA,NA,NA,NA,NA,7.853370667,e. europe and the former soviet union,0,1,0,0,0,0,0,0,60.5,4.119037151,2386,0,0,0.697153211,0.680505991,0.437000006,0.31400001,1,0.709800005,40,31,40,0,NA,0,NA,NA,0.697153211,1,0,NA,7.853370667,4.119037151,0,NA,0,0,0,0,NA,NA,NA,0,1
2270,346,BOSNIA,BOSNIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,2346.439941,7.760654449,NA,NA,NA,NA,NA,7.720284462,e. europe and the former soviet union,0,1,0,0,0,0,0,0,60.5,4.119037151,2386,0,0,0.697153211,0.680505991,0.437000006,0.31400001,1,0.709800005,40,31,40,0,NA,0,NA,NA,0.697153211,0,0,NA,7.720284462,4.119037151,0,NA,0,0,0,0,NA,NA,NA,0,0
2271,346,BOSNIA,BOSNIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,2460,7.807916641,NA,NA,NA,NA,NA,7.760654449,e. europe and the former soviet union,0,1,0,0,0,0,0,0,60.5,4.119037151,2386,0,0,0.697153211,0.680505991,0.437000006,0.31400001,1,0.709800005,40,31,40,0,NA,0,NA,NA,0.697153211,0,0,NA,7.760654449,4.119037151,0,NA,0,0,0,0,NA,NA,NA,0,0
2272,346,BOSNIA,BOSNIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,7.807916641,e. europe and the former soviet union,0,1,0,0,0,0,0,0,60.5,4.119037151,2386,0,0,0.697153211,0.680505991,0.437000006,0.31400001,1,0.709800005,40,31,40,0,NA,0,NA,NA,0.697153211,0,0,NA,7.807916641,4.119037151,0,NA,0,0,0,0,NA,NA,NA,0,0
2426,355,BULGARIA,BULGARIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,8400,9.0359869,8,5.463173866,2,5.289000034,8.573426247,9.04014492,e. europe and the former soviet union,0,1,0,0,0,0,0,0,20.29999924,3.058706999,2925,0,0,0.219949484,0.299485147,0.829999983,0.093999997,3,0.29339999,83,13,13,0,8,0,0,1,0.219949484,0,0,5.289222717,9.04014492,3.058706999,0,8,0,0,0,0,NA,NA,NA,0,0
2427,355,BULGARIA,BULGARIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,8356,9.030735016,8,4.935293674,2,5.462999821,8.60578537,9.0359869,e. europe and the former soviet union,0,1,0,0,0,0,0,0,20.29999924,3.058706999,2925,0,0,0.219949484,0.299485147,0.829999983,0.093999997,3,0.29339999,83,13,13,0,8,0,0,1,0.219949484,0,0,5.463173866,9.0359869,3.058706999,0,8,0,0,0,0,NA,NA,NA,0,0
2428,355,BULGARIA,BULGARIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,8312.070313,9.025464058,8,4.612250805,2,4.934999943,8.504167557,9.030735016,e. europe and the former soviet union,0,1,0,0,0,0,0,0,20.29999924,3.058706999,2925,0,0,0.219949484,0.299485147,0.829999983,0.093999997,3,0.29339999,83,13,13,0,8,0,0,1,0.219949484,0,0,4.935293674,9.030735016,3.058706999,0,8,0,0,0,0,NA,NA,NA,0,0
2429,355,BULGARIA,BULGARIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,8243.049805,9.017126083,8,4.805517673,2,4.611999989,8.436470985,9.025464058,e. europe and the former soviet union,0,1,0,0,0,0,0,0,20.29999924,3.058706999,2925,0,0,0.219949484,0.299485147,0.829999983,0.093999997,3,0.29339999,83,13,13,0,8,0,0,1,0.219949484,0,0,4.612250805,9.025464058,3.058706999,0,8,0,0,0,0,NA,NA,NA,0,0
2430,355,BULGARIA,BULGARIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,8,4.950226307,2,4.806000233,8.477519989,9.017126083,e. europe and the former soviet union,0,1,0,0,0,0,0,0,20.29999924,3.058706999,2925,0,0,0.219949484,0.299485147,0.829999983,0.093999997,3,0.29339999,83,13,13,0,8,0,0,1,0.219949484,0,0,4.805517673,9.017126083,3.058706999,0,NA,0,0,0,0,NA,NA,NA,0,0
3829,516,BURUNDI,BURUNDI,0,1995,1,1,1,0,0,NA,NA,,NA,NA,,6156,8.725182533,0,0.446631968,2,0.492000014,6.198714733,8.703631401,sub-saharan africa,0,0,0,1,0,0,0,0,74.49998474,4.324132442,1898,0,0,0.035510659,0.327600002,0.800000012,0.180000007,1,0.550199986,62,23,1,0,0,1,1,0,0.035510659,1,0,0.492116094,8.703631401,4.324132442,0,0,1,0,1,0,NA,NA,NA,1,1
3830,516,BURUNDI,BURUNDI,0,1996,1,1,1,0,0,NA,NA,,NA,NA,,6292.589844,8.747127533,-5,0.400756806,2,0.446999997,6.101735115,8.725182533,sub-saharan africa,0,0,0,1,0,0,0,0,74.49998474,4.324132442,1898,0,0,0.035510659,0.327600002,0.800000012,0.180000007,1,0.550199986,62,23,1,0,0,1,1,0,0.035510659,1,0,0.446631968,8.725182533,4.324132442,0,0,1,0,1,0,NA,NA,NA,1,1
3831,516,BURUNDI,BURUNDI,0,1997,1,1,1,0,0,NA,NA,,NA,NA,,6434.72998,8.769465446,-5,0.394060016,2,0.400999993,5.993354797,8.747127533,sub-saharan africa,0,0,0,1,0,0,0,0,74.49998474,4.324132442,1898,0,0,0.035510659,0.327600002,0.800000012,0.180000007,1,0.550199986,62,23,1,0,-5,1,1,0,0.035510659,1,0,0.400756806,8.747127533,4.324132442,0,-5,1,0,1,0,NA,NA,NA,1,1
3832,516,BURUNDI,BURUNDI,0,1998,1,1,1,0,0,NA,NA,,NA,NA,,6582.680176,8.792197227,-1,0.404696524,2,0.393999994,5.976503372,8.769465446,sub-saharan africa,0,0,0,1,0,0,0,0,74.49998474,4.324132442,1898,0,0,0.035510659,0.327600002,0.800000012,0.180000007,1,0.550199986,62,23,1,0,-5,1,1,0,0.035510659,1,0,0.394060016,8.769465446,4.324132442,0,-5,1,0,1,0,NA,NA,NA,1,1
3833,516,BURUNDI,BURUNDI,0,1999,1,1,1,0,0,NA,NA,,NA,NA,,NA,NA,-1,0.392965257,2,0.405000001,6.003137589,8.792197227,sub-saharan africa,0,0,0,1,0,0,0,0,74.49998474,4.324132442,1898,0,0,0.035510659,0.327600002,0.800000012,0.180000007,1,0.550199986,62,23,1,0,-1,1,1,0,0.035510659,1,0,0.404696524,8.792197227,4.324132442,0,NA,1,0,1,0,NA,NA,NA,1,1
3597,483,CHAD,CHAD,0,1995,2,1,1,0,0,NA,NA,,NA,NA,,6707,8.810907364,-4,0.345730275,2,0.354999989,5.872632027,8.773983955,sub-saharan africa,0,0,0,1,0,0,0,1,8.5,2.251291752,3255,0,0,0.826272845,0.772482038,0.340000004,0.319999993,21,0.625,50,25,50,0,-4,0,1,0,0.826272845,1,0,0.355182648,8.773983955,2.251291752,0,-4,0,0,0,0,NA,NA,NA,1,0
3598,483,CHAD,CHAD,0,1996,2,1,1,0,0,NA,NA,,NA,NA,,6937.350098,8.844675064,-2,0.344439298,2,0.345999986,5.845658779,8.810907364,sub-saharan africa,0,0,0,1,0,0,0,1,8.5,2.251291752,3255,0,0,0.826272845,0.772482038,0.340000004,0.319999993,21,0.625,50,25,50,0,-4,0,1,0,0.826272845,1,0,0.345730275,8.810907364,2.251291752,0,-4,0,0,0,0,NA,NA,NA,0,0
3599,483,CHAD,CHAD,0,1997,2,1,1,0,0,NA,NA,,NA,NA,,7153.009766,8.875288963,-2,0.350190312,2,0.344000012,5.841917992,8.844675064,sub-saharan africa,0,0,0,1,0,0,0,1,8.5,2.251291752,3255,0,0,0.826272845,0.772482038,0.340000004,0.319999993,21,0.625,50,25,50,0,-2,0,1,0,0.826272845,1,0,0.344439298,8.844675064,2.251291752,0,-2,0,0,0,0,NA,NA,NA,0,0
3600,483,CHAD,CHAD,0,1998,2,1,1,0,0,NA,NA,,NA,NA,,7352.140137,8.902747154,-2,0.36353299,2,0.349999994,5.858476639,8.875288963,sub-saharan africa,0,0,0,1,0,0,0,1,8.5,2.251291752,3255,0,0,0.826272845,0.772482038,0.340000004,0.319999993,21,0.625,50,25,50,0,-2,0,1,0,0.826272845,1,0,0.350190312,8.875288963,2.251291752,0,-2,0,0,0,0,NA,NA,NA,0,0
3601,483,CHAD,CHAD,0,1999,1,1,1,0,0,NA,NA,,NA,NA,,NA,NA,-2,0.35121128,2,0.363999993,5.895870209,8.902747154,sub-saharan africa,0,0,0,1,0,0,0,1,8.5,2.251291752,3255,0,0,0.826272845,0.772482038,0.340000004,0.319999993,21,0.625,50,25,50,0,-2,0,1,0,0.826272845,1,0,0.36353299,8.902747154,2.251291752,0,NA,0,0,0,0,NA,NA,NA,0,0
2331,350,GREECE,GREECE,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,10458,9.255122185,10,6.982165813,2,6.863999844,8.834037781,9.252058029,western democracies and japan,1,0,0,0,0,0,0,0,21.79999924,3.126760483,2917,0,1,0.098645091,0.058666945,0.970000029,0.017000001,3,0.039399981,98,1,1.299999952,0,10,0,0,1,0.098645091,0,0,6.863945007,9.252058029,3.126760483,1,10,0,0,0,0,NA,NA,NA,0,0
